"isono","year","sexno","ageno","eduno","asfr"
4,1970,0,4,0,NA
4,1970,0,5,0,NA
4,1970,0,6,0,NA
4,1970,0,7,0,NA
4,1970,0,8,0,NA
4,1970,0,9,0,NA
4,1970,0,10,0,NA
4,1975,0,4,0,NA
4,1975,0,5,0,NA
4,1975,0,6,0,NA
4,1975,0,7,0,NA
4,1975,0,8,0,NA
4,1975,0,9,0,NA
4,1975,0,10,0,NA
8,1970,0,4,0,NA
8,1970,0,5,0,NA
8,1970,0,6,0,NA
8,1970,0,7,0,NA
8,1970,0,8,0,NA
8,1970,0,9,0,NA
8,1970,0,10,0,NA
8,1975,0,4,0,NA
8,1975,0,5,0,NA
8,1975,0,6,0,NA
8,1975,0,7,0,NA
8,1975,0,8,0,NA
8,1975,0,9,0,NA
8,1975,0,10,0,NA
12,1970,0,4,0,NA
12,1970,0,5,0,NA
12,1970,0,6,0,NA
12,1970,0,7,0,NA
12,1970,0,8,0,NA
12,1970,0,9,0,NA
12,1970,0,10,0,NA
12,1975,0,4,0,NA
12,1975,0,5,0,NA
12,1975,0,6,0,NA
12,1975,0,7,0,NA
12,1975,0,8,0,NA
12,1975,0,9,0,NA
12,1975,0,10,0,NA
24,1970,0,4,0,NA
24,1970,0,5,0,NA
24,1970,0,6,0,NA
24,1970,0,7,0,NA
24,1970,0,8,0,NA
24,1970,0,9,0,NA
24,1970,0,10,0,NA
24,1975,0,4,0,NA
24,1975,0,5,0,NA
24,1975,0,6,0,NA
24,1975,0,7,0,NA
24,1975,0,8,0,NA
24,1975,0,9,0,NA
24,1975,0,10,0,NA
31,1970,0,4,0,NA
31,1970,0,5,0,NA
31,1970,0,6,0,NA
31,1970,0,7,0,NA
31,1970,0,8,0,NA
31,1970,0,9,0,NA
31,1970,0,10,0,NA
31,1975,0,4,0,NA
31,1975,0,5,0,NA
31,1975,0,6,0,NA
31,1975,0,7,0,NA
31,1975,0,8,0,NA
31,1975,0,9,0,NA
31,1975,0,10,0,NA
32,1970,0,4,0,NA
32,1970,0,5,0,NA
32,1970,0,6,0,NA
32,1970,0,7,0,NA
32,1970,0,8,0,NA
32,1970,0,9,0,NA
32,1970,0,10,0,NA
32,1975,0,4,0,NA
32,1975,0,5,0,NA
32,1975,0,6,0,NA
32,1975,0,7,0,NA
32,1975,0,8,0,NA
32,1975,0,9,0,NA
32,1975,0,10,0,NA
36,1970,0,4,0,NA
36,1970,0,5,0,NA
36,1970,0,6,0,NA
36,1970,0,7,0,NA
36,1970,0,8,0,NA
36,1970,0,9,0,NA
36,1970,0,10,0,NA
36,1975,0,4,0,NA
36,1975,0,5,0,NA
36,1975,0,6,0,NA
36,1975,0,7,0,NA
36,1975,0,8,0,NA
36,1975,0,9,0,NA
36,1975,0,10,0,NA
40,1970,0,4,0,NA
40,1970,0,5,0,NA
40,1970,0,6,0,NA
40,1970,0,7,0,NA
40,1970,0,8,0,NA
40,1970,0,9,0,NA
40,1970,0,10,0,NA
40,1975,0,4,0,NA
40,1975,0,5,0,NA
40,1975,0,6,0,NA
40,1975,0,7,0,NA
40,1975,0,8,0,NA
40,1975,0,9,0,NA
40,1975,0,10,0,NA
44,1970,0,4,0,NA
44,1970,0,5,0,NA
44,1970,0,6,0,NA
44,1970,0,7,0,NA
44,1970,0,8,0,NA
44,1970,0,9,0,NA
44,1970,0,10,0,NA
44,1975,0,4,0,NA
44,1975,0,5,0,NA
44,1975,0,6,0,NA
44,1975,0,7,0,NA
44,1975,0,8,0,NA
44,1975,0,9,0,NA
44,1975,0,10,0,NA
48,1970,0,4,0,NA
48,1970,0,5,0,NA
48,1970,0,6,0,NA
48,1970,0,7,0,NA
48,1970,0,8,0,NA
48,1970,0,9,0,NA
48,1970,0,10,0,NA
48,1975,0,4,0,NA
48,1975,0,5,0,NA
48,1975,0,6,0,NA
48,1975,0,7,0,NA
48,1975,0,8,0,NA
48,1975,0,9,0,NA
48,1975,0,10,0,NA
50,1970,0,4,0,NA
50,1970,0,5,0,NA
50,1970,0,6,0,NA
50,1970,0,7,0,NA
50,1970,0,8,0,NA
50,1970,0,9,0,NA
50,1970,0,10,0,NA
50,1975,0,4,0,NA
50,1975,0,5,0,NA
50,1975,0,6,0,NA
50,1975,0,7,0,NA
50,1975,0,8,0,NA
50,1975,0,9,0,NA
50,1975,0,10,0,NA
51,1970,0,4,0,NA
51,1970,0,5,0,NA
51,1970,0,6,0,NA
51,1970,0,7,0,NA
51,1970,0,8,0,NA
51,1970,0,9,0,NA
51,1970,0,10,0,NA
51,1975,0,4,0,NA
51,1975,0,5,0,NA
51,1975,0,6,0,NA
51,1975,0,7,0,NA
51,1975,0,8,0,NA
51,1975,0,9,0,NA
51,1975,0,10,0,NA
52,1970,0,4,0,NA
52,1970,0,5,0,NA
52,1970,0,6,0,NA
52,1970,0,7,0,NA
52,1970,0,8,0,NA
52,1970,0,9,0,NA
52,1970,0,10,0,NA
52,1975,0,4,0,NA
52,1975,0,5,0,NA
52,1975,0,6,0,NA
52,1975,0,7,0,NA
52,1975,0,8,0,NA
52,1975,0,9,0,NA
52,1975,0,10,0,NA
56,1970,0,4,0,NA
56,1970,0,5,0,NA
56,1970,0,6,0,NA
56,1970,0,7,0,NA
56,1970,0,8,0,NA
56,1970,0,9,0,NA
56,1970,0,10,0,NA
56,1975,0,4,0,NA
56,1975,0,5,0,NA
56,1975,0,6,0,NA
56,1975,0,7,0,NA
56,1975,0,8,0,NA
56,1975,0,9,0,NA
56,1975,0,10,0,NA
64,1970,0,4,0,NA
64,1970,0,5,0,NA
64,1970,0,6,0,NA
64,1970,0,7,0,NA
64,1970,0,8,0,NA
64,1970,0,9,0,NA
64,1970,0,10,0,NA
64,1975,0,4,0,NA
64,1975,0,5,0,NA
64,1975,0,6,0,NA
64,1975,0,7,0,NA
64,1975,0,8,0,NA
64,1975,0,9,0,NA
64,1975,0,10,0,NA
68,1970,0,4,0,NA
68,1970,0,5,0,NA
68,1970,0,6,0,NA
68,1970,0,7,0,NA
68,1970,0,8,0,NA
68,1970,0,9,0,NA
68,1970,0,10,0,NA
68,1975,0,4,0,NA
68,1975,0,5,0,NA
68,1975,0,6,0,NA
68,1975,0,7,0,NA
68,1975,0,8,0,NA
68,1975,0,9,0,NA
68,1975,0,10,0,NA
70,1970,0,4,0,NA
70,1970,0,5,0,NA
70,1970,0,6,0,NA
70,1970,0,7,0,NA
70,1970,0,8,0,NA
70,1970,0,9,0,NA
70,1970,0,10,0,NA
70,1975,0,4,0,NA
70,1975,0,5,0,NA
70,1975,0,6,0,NA
70,1975,0,7,0,NA
70,1975,0,8,0,NA
70,1975,0,9,0,NA
70,1975,0,10,0,NA
72,1970,0,4,0,NA
72,1970,0,5,0,NA
72,1970,0,6,0,NA
72,1970,0,7,0,NA
72,1970,0,8,0,NA
72,1970,0,9,0,NA
72,1970,0,10,0,NA
72,1975,0,4,0,NA
72,1975,0,5,0,NA
72,1975,0,6,0,NA
72,1975,0,7,0,NA
72,1975,0,8,0,NA
72,1975,0,9,0,NA
72,1975,0,10,0,NA
76,1970,0,4,0,NA
76,1970,0,5,0,NA
76,1970,0,6,0,NA
76,1970,0,7,0,NA
76,1970,0,8,0,NA
76,1970,0,9,0,NA
76,1970,0,10,0,NA
76,1975,0,4,0,NA
76,1975,0,5,0,NA
76,1975,0,6,0,NA
76,1975,0,7,0,NA
76,1975,0,8,0,NA
76,1975,0,9,0,NA
76,1975,0,10,0,NA
84,1970,0,4,0,NA
84,1970,0,5,0,NA
84,1970,0,6,0,NA
84,1970,0,7,0,NA
84,1970,0,8,0,NA
84,1970,0,9,0,NA
84,1970,0,10,0,NA
84,1975,0,4,0,NA
84,1975,0,5,0,NA
84,1975,0,6,0,NA
84,1975,0,7,0,NA
84,1975,0,8,0,NA
84,1975,0,9,0,NA
84,1975,0,10,0,NA
90,1970,0,4,0,NA
90,1970,0,5,0,NA
90,1970,0,6,0,NA
90,1970,0,7,0,NA
90,1970,0,8,0,NA
90,1970,0,9,0,NA
90,1970,0,10,0,NA
90,1975,0,4,0,NA
90,1975,0,5,0,NA
90,1975,0,6,0,NA
90,1975,0,7,0,NA
90,1975,0,8,0,NA
90,1975,0,9,0,NA
90,1975,0,10,0,NA
96,1970,0,4,0,NA
96,1970,0,5,0,NA
96,1970,0,6,0,NA
96,1970,0,7,0,NA
96,1970,0,8,0,NA
96,1970,0,9,0,NA
96,1970,0,10,0,NA
96,1975,0,4,0,NA
96,1975,0,5,0,NA
96,1975,0,6,0,NA
96,1975,0,7,0,NA
96,1975,0,8,0,NA
96,1975,0,9,0,NA
96,1975,0,10,0,NA
100,1970,0,4,0,NA
100,1970,0,5,0,NA
100,1970,0,6,0,NA
100,1970,0,7,0,NA
100,1970,0,8,0,NA
100,1970,0,9,0,NA
100,1970,0,10,0,NA
100,1975,0,4,0,NA
100,1975,0,5,0,NA
100,1975,0,6,0,NA
100,1975,0,7,0,NA
100,1975,0,8,0,NA
100,1975,0,9,0,NA
100,1975,0,10,0,NA
104,1970,0,4,0,NA
104,1970,0,5,0,NA
104,1970,0,6,0,NA
104,1970,0,7,0,NA
104,1970,0,8,0,NA
104,1970,0,9,0,NA
104,1970,0,10,0,NA
104,1975,0,4,0,NA
104,1975,0,5,0,NA
104,1975,0,6,0,NA
104,1975,0,7,0,NA
104,1975,0,8,0,NA
104,1975,0,9,0,NA
104,1975,0,10,0,NA
108,1970,0,4,0,NA
108,1970,0,5,0,NA
108,1970,0,6,0,NA
108,1970,0,7,0,NA
108,1970,0,8,0,NA
108,1970,0,9,0,NA
108,1970,0,10,0,NA
108,1975,0,4,0,NA
108,1975,0,5,0,NA
108,1975,0,6,0,NA
108,1975,0,7,0,NA
108,1975,0,8,0,NA
108,1975,0,9,0,NA
108,1975,0,10,0,NA
112,1970,0,4,0,NA
112,1970,0,5,0,NA
112,1970,0,6,0,NA
112,1970,0,7,0,NA
112,1970,0,8,0,NA
112,1970,0,9,0,NA
112,1970,0,10,0,NA
112,1975,0,4,0,NA
112,1975,0,5,0,NA
112,1975,0,6,0,NA
112,1975,0,7,0,NA
112,1975,0,8,0,NA
112,1975,0,9,0,NA
112,1975,0,10,0,NA
116,1970,0,4,0,NA
116,1970,0,5,0,NA
116,1970,0,6,0,NA
116,1970,0,7,0,NA
116,1970,0,8,0,NA
116,1970,0,9,0,NA
116,1970,0,10,0,NA
116,1975,0,4,0,NA
116,1975,0,5,0,NA
116,1975,0,6,0,NA
116,1975,0,7,0,NA
116,1975,0,8,0,NA
116,1975,0,9,0,NA
116,1975,0,10,0,NA
120,1970,0,4,0,NA
120,1970,0,5,0,NA
120,1970,0,6,0,NA
120,1970,0,7,0,NA
120,1970,0,8,0,NA
120,1970,0,9,0,NA
120,1970,0,10,0,NA
120,1975,0,4,0,NA
120,1975,0,5,0,NA
120,1975,0,6,0,NA
120,1975,0,7,0,NA
120,1975,0,8,0,NA
120,1975,0,9,0,NA
120,1975,0,10,0,NA
124,1970,0,4,0,NA
124,1970,0,5,0,NA
124,1970,0,6,0,NA
124,1970,0,7,0,NA
124,1970,0,8,0,NA
124,1970,0,9,0,NA
124,1970,0,10,0,NA
124,1975,0,4,0,NA
124,1975,0,5,0,NA
124,1975,0,6,0,NA
124,1975,0,7,0,NA
124,1975,0,8,0,NA
124,1975,0,9,0,NA
124,1975,0,10,0,NA
132,1970,0,4,0,NA
132,1970,0,5,0,NA
132,1970,0,6,0,NA
132,1970,0,7,0,NA
132,1970,0,8,0,NA
132,1970,0,9,0,NA
132,1970,0,10,0,NA
132,1975,0,4,0,NA
132,1975,0,5,0,NA
132,1975,0,6,0,NA
132,1975,0,7,0,NA
132,1975,0,8,0,NA
132,1975,0,9,0,NA
132,1975,0,10,0,NA
140,1970,0,4,0,NA
140,1970,0,5,0,NA
140,1970,0,6,0,NA
140,1970,0,7,0,NA
140,1970,0,8,0,NA
140,1970,0,9,0,NA
140,1970,0,10,0,NA
140,1975,0,4,0,NA
140,1975,0,5,0,NA
140,1975,0,6,0,NA
140,1975,0,7,0,NA
140,1975,0,8,0,NA
140,1975,0,9,0,NA
140,1975,0,10,0,NA
144,1970,0,4,0,NA
144,1970,0,5,0,NA
144,1970,0,6,0,NA
144,1970,0,7,0,NA
144,1970,0,8,0,NA
144,1970,0,9,0,NA
144,1970,0,10,0,NA
144,1975,0,4,0,NA
144,1975,0,5,0,NA
144,1975,0,6,0,NA
144,1975,0,7,0,NA
144,1975,0,8,0,NA
144,1975,0,9,0,NA
144,1975,0,10,0,NA
148,1970,0,4,0,NA
148,1970,0,5,0,NA
148,1970,0,6,0,NA
148,1970,0,7,0,NA
148,1970,0,8,0,NA
148,1970,0,9,0,NA
148,1970,0,10,0,NA
148,1975,0,4,0,NA
148,1975,0,5,0,NA
148,1975,0,6,0,NA
148,1975,0,7,0,NA
148,1975,0,8,0,NA
148,1975,0,9,0,NA
148,1975,0,10,0,NA
152,1970,0,4,0,NA
152,1970,0,5,0,NA
152,1970,0,6,0,NA
152,1970,0,7,0,NA
152,1970,0,8,0,NA
152,1970,0,9,0,NA
152,1970,0,10,0,NA
152,1975,0,4,0,NA
152,1975,0,5,0,NA
152,1975,0,6,0,NA
152,1975,0,7,0,NA
152,1975,0,8,0,NA
152,1975,0,9,0,NA
152,1975,0,10,0,NA
156,1970,0,4,0,NA
156,1970,0,5,0,NA
156,1970,0,6,0,NA
156,1970,0,7,0,NA
156,1970,0,8,0,NA
156,1970,0,9,0,NA
156,1970,0,10,0,NA
156,1975,0,4,0,NA
156,1975,0,5,0,NA
156,1975,0,6,0,NA
156,1975,0,7,0,NA
156,1975,0,8,0,NA
156,1975,0,9,0,NA
156,1975,0,10,0,NA
170,1970,0,4,0,NA
170,1970,0,5,0,NA
170,1970,0,6,0,NA
170,1970,0,7,0,NA
170,1970,0,8,0,NA
170,1970,0,9,0,NA
170,1970,0,10,0,NA
170,1975,0,4,0,NA
170,1975,0,5,0,NA
170,1975,0,6,0,NA
170,1975,0,7,0,NA
170,1975,0,8,0,NA
170,1975,0,9,0,NA
170,1975,0,10,0,NA
174,1970,0,4,0,NA
174,1970,0,5,0,NA
174,1970,0,6,0,NA
174,1970,0,7,0,NA
174,1970,0,8,0,NA
174,1970,0,9,0,NA
174,1970,0,10,0,NA
174,1975,0,4,0,NA
174,1975,0,5,0,NA
174,1975,0,6,0,NA
174,1975,0,7,0,NA
174,1975,0,8,0,NA
174,1975,0,9,0,NA
174,1975,0,10,0,NA
175,1970,0,4,0,NA
175,1970,0,5,0,NA
175,1970,0,6,0,NA
175,1970,0,7,0,NA
175,1970,0,8,0,NA
175,1970,0,9,0,NA
175,1970,0,10,0,NA
175,1975,0,4,0,NA
175,1975,0,5,0,NA
175,1975,0,6,0,NA
175,1975,0,7,0,NA
175,1975,0,8,0,NA
175,1975,0,9,0,NA
175,1975,0,10,0,NA
178,1970,0,4,0,NA
178,1970,0,5,0,NA
178,1970,0,6,0,NA
178,1970,0,7,0,NA
178,1970,0,8,0,NA
178,1970,0,9,0,NA
178,1970,0,10,0,NA
178,1975,0,4,0,NA
178,1975,0,5,0,NA
178,1975,0,6,0,NA
178,1975,0,7,0,NA
178,1975,0,8,0,NA
178,1975,0,9,0,NA
178,1975,0,10,0,NA
180,1970,0,4,0,NA
180,1970,0,5,0,NA
180,1970,0,6,0,NA
180,1970,0,7,0,NA
180,1970,0,8,0,NA
180,1970,0,9,0,NA
180,1970,0,10,0,NA
180,1975,0,4,0,NA
180,1975,0,5,0,NA
180,1975,0,6,0,NA
180,1975,0,7,0,NA
180,1975,0,8,0,NA
180,1975,0,9,0,NA
180,1975,0,10,0,NA
188,1970,0,4,0,NA
188,1970,0,5,0,NA
188,1970,0,6,0,NA
188,1970,0,7,0,NA
188,1970,0,8,0,NA
188,1970,0,9,0,NA
188,1970,0,10,0,NA
188,1975,0,4,0,NA
188,1975,0,5,0,NA
188,1975,0,6,0,NA
188,1975,0,7,0,NA
188,1975,0,8,0,NA
188,1975,0,9,0,NA
188,1975,0,10,0,NA
191,1970,0,4,0,NA
191,1970,0,5,0,NA
191,1970,0,6,0,NA
191,1970,0,7,0,NA
191,1970,0,8,0,NA
191,1970,0,9,0,NA
191,1970,0,10,0,NA
191,1975,0,4,0,NA
191,1975,0,5,0,NA
191,1975,0,6,0,NA
191,1975,0,7,0,NA
191,1975,0,8,0,NA
191,1975,0,9,0,NA
191,1975,0,10,0,NA
192,1970,0,4,0,NA
192,1970,0,5,0,NA
192,1970,0,6,0,NA
192,1970,0,7,0,NA
192,1970,0,8,0,NA
192,1970,0,9,0,NA
192,1970,0,10,0,NA
192,1975,0,4,0,NA
192,1975,0,5,0,NA
192,1975,0,6,0,NA
192,1975,0,7,0,NA
192,1975,0,8,0,NA
192,1975,0,9,0,NA
192,1975,0,10,0,NA
196,1970,0,4,0,NA
196,1970,0,5,0,NA
196,1970,0,6,0,NA
196,1970,0,7,0,NA
196,1970,0,8,0,NA
196,1970,0,9,0,NA
196,1970,0,10,0,NA
196,1975,0,4,0,NA
196,1975,0,5,0,NA
196,1975,0,6,0,NA
196,1975,0,7,0,NA
196,1975,0,8,0,NA
196,1975,0,9,0,NA
196,1975,0,10,0,NA
203,1970,0,4,0,NA
203,1970,0,5,0,NA
203,1970,0,6,0,NA
203,1970,0,7,0,NA
203,1970,0,8,0,NA
203,1970,0,9,0,NA
203,1970,0,10,0,NA
203,1975,0,4,0,NA
203,1975,0,5,0,NA
203,1975,0,6,0,NA
203,1975,0,7,0,NA
203,1975,0,8,0,NA
203,1975,0,9,0,NA
203,1975,0,10,0,NA
204,1970,0,4,0,NA
204,1970,0,5,0,NA
204,1970,0,6,0,NA
204,1970,0,7,0,NA
204,1970,0,8,0,NA
204,1970,0,9,0,NA
204,1970,0,10,0,NA
204,1975,0,4,0,NA
204,1975,0,5,0,NA
204,1975,0,6,0,NA
204,1975,0,7,0,NA
204,1975,0,8,0,NA
204,1975,0,9,0,NA
204,1975,0,10,0,NA
208,1970,0,4,0,NA
208,1970,0,5,0,NA
208,1970,0,6,0,NA
208,1970,0,7,0,NA
208,1970,0,8,0,NA
208,1970,0,9,0,NA
208,1970,0,10,0,NA
208,1975,0,4,0,NA
208,1975,0,5,0,NA
208,1975,0,6,0,NA
208,1975,0,7,0,NA
208,1975,0,8,0,NA
208,1975,0,9,0,NA
208,1975,0,10,0,NA
214,1970,0,4,0,NA
214,1970,0,5,0,NA
214,1970,0,6,0,NA
214,1970,0,7,0,NA
214,1970,0,8,0,NA
214,1970,0,9,0,NA
214,1970,0,10,0,NA
214,1975,0,4,0,NA
214,1975,0,5,0,NA
214,1975,0,6,0,NA
214,1975,0,7,0,NA
214,1975,0,8,0,NA
214,1975,0,9,0,NA
214,1975,0,10,0,NA
218,1970,0,4,0,NA
218,1970,0,5,0,NA
218,1970,0,6,0,NA
218,1970,0,7,0,NA
218,1970,0,8,0,NA
218,1970,0,9,0,NA
218,1970,0,10,0,NA
218,1975,0,4,0,NA
218,1975,0,5,0,NA
218,1975,0,6,0,NA
218,1975,0,7,0,NA
218,1975,0,8,0,NA
218,1975,0,9,0,NA
218,1975,0,10,0,NA
222,1970,0,4,0,NA
222,1970,0,5,0,NA
222,1970,0,6,0,NA
222,1970,0,7,0,NA
222,1970,0,8,0,NA
222,1970,0,9,0,NA
222,1970,0,10,0,NA
222,1975,0,4,0,NA
222,1975,0,5,0,NA
222,1975,0,6,0,NA
222,1975,0,7,0,NA
222,1975,0,8,0,NA
222,1975,0,9,0,NA
222,1975,0,10,0,NA
226,1970,0,4,0,NA
226,1970,0,5,0,NA
226,1970,0,6,0,NA
226,1970,0,7,0,NA
226,1970,0,8,0,NA
226,1970,0,9,0,NA
226,1970,0,10,0,NA
226,1975,0,4,0,NA
226,1975,0,5,0,NA
226,1975,0,6,0,NA
226,1975,0,7,0,NA
226,1975,0,8,0,NA
226,1975,0,9,0,NA
226,1975,0,10,0,NA
231,1970,0,4,0,NA
231,1970,0,5,0,NA
231,1970,0,6,0,NA
231,1970,0,7,0,NA
231,1970,0,8,0,NA
231,1970,0,9,0,NA
231,1970,0,10,0,NA
231,1975,0,4,0,NA
231,1975,0,5,0,NA
231,1975,0,6,0,NA
231,1975,0,7,0,NA
231,1975,0,8,0,NA
231,1975,0,9,0,NA
231,1975,0,10,0,NA
232,1970,0,4,0,NA
232,1970,0,5,0,NA
232,1970,0,6,0,NA
232,1970,0,7,0,NA
232,1970,0,8,0,NA
232,1970,0,9,0,NA
232,1970,0,10,0,NA
232,1975,0,4,0,NA
232,1975,0,5,0,NA
232,1975,0,6,0,NA
232,1975,0,7,0,NA
232,1975,0,8,0,NA
232,1975,0,9,0,NA
232,1975,0,10,0,NA
233,1970,0,4,0,NA
233,1970,0,5,0,NA
233,1970,0,6,0,NA
233,1970,0,7,0,NA
233,1970,0,8,0,NA
233,1970,0,9,0,NA
233,1970,0,10,0,NA
233,1975,0,4,0,NA
233,1975,0,5,0,NA
233,1975,0,6,0,NA
233,1975,0,7,0,NA
233,1975,0,8,0,NA
233,1975,0,9,0,NA
233,1975,0,10,0,NA
242,1970,0,4,0,NA
242,1970,0,5,0,NA
242,1970,0,6,0,NA
242,1970,0,7,0,NA
242,1970,0,8,0,NA
242,1970,0,9,0,NA
242,1970,0,10,0,NA
242,1975,0,4,0,NA
242,1975,0,5,0,NA
242,1975,0,6,0,NA
242,1975,0,7,0,NA
242,1975,0,8,0,NA
242,1975,0,9,0,NA
242,1975,0,10,0,NA
246,1970,0,4,0,NA
246,1970,0,5,0,NA
246,1970,0,6,0,NA
246,1970,0,7,0,NA
246,1970,0,8,0,NA
246,1970,0,9,0,NA
246,1970,0,10,0,NA
246,1975,0,4,0,NA
246,1975,0,5,0,NA
246,1975,0,6,0,NA
246,1975,0,7,0,NA
246,1975,0,8,0,NA
246,1975,0,9,0,NA
246,1975,0,10,0,NA
250,1970,0,4,0,NA
250,1970,0,5,0,NA
250,1970,0,6,0,NA
250,1970,0,7,0,NA
250,1970,0,8,0,NA
250,1970,0,9,0,NA
250,1970,0,10,0,NA
250,1975,0,4,0,NA
250,1975,0,5,0,NA
250,1975,0,6,0,NA
250,1975,0,7,0,NA
250,1975,0,8,0,NA
250,1975,0,9,0,NA
250,1975,0,10,0,NA
254,1970,0,4,0,NA
254,1970,0,5,0,NA
254,1970,0,6,0,NA
254,1970,0,7,0,NA
254,1970,0,8,0,NA
254,1970,0,9,0,NA
254,1970,0,10,0,NA
254,1975,0,4,0,NA
254,1975,0,5,0,NA
254,1975,0,6,0,NA
254,1975,0,7,0,NA
254,1975,0,8,0,NA
254,1975,0,9,0,NA
254,1975,0,10,0,NA
258,1970,0,4,0,NA
258,1970,0,5,0,NA
258,1970,0,6,0,NA
258,1970,0,7,0,NA
258,1970,0,8,0,NA
258,1970,0,9,0,NA
258,1970,0,10,0,NA
258,1975,0,4,0,NA
258,1975,0,5,0,NA
258,1975,0,6,0,NA
258,1975,0,7,0,NA
258,1975,0,8,0,NA
258,1975,0,9,0,NA
258,1975,0,10,0,NA
262,1970,0,4,0,NA
262,1970,0,5,0,NA
262,1970,0,6,0,NA
262,1970,0,7,0,NA
262,1970,0,8,0,NA
262,1970,0,9,0,NA
262,1970,0,10,0,NA
262,1975,0,4,0,NA
262,1975,0,5,0,NA
262,1975,0,6,0,NA
262,1975,0,7,0,NA
262,1975,0,8,0,NA
262,1975,0,9,0,NA
262,1975,0,10,0,NA
266,1970,0,4,0,NA
266,1970,0,5,0,NA
266,1970,0,6,0,NA
266,1970,0,7,0,NA
266,1970,0,8,0,NA
266,1970,0,9,0,NA
266,1970,0,10,0,NA
266,1975,0,4,0,NA
266,1975,0,5,0,NA
266,1975,0,6,0,NA
266,1975,0,7,0,NA
266,1975,0,8,0,NA
266,1975,0,9,0,NA
266,1975,0,10,0,NA
268,1970,0,4,0,NA
268,1970,0,5,0,NA
268,1970,0,6,0,NA
268,1970,0,7,0,NA
268,1970,0,8,0,NA
268,1970,0,9,0,NA
268,1970,0,10,0,NA
268,1975,0,4,0,NA
268,1975,0,5,0,NA
268,1975,0,6,0,NA
268,1975,0,7,0,NA
268,1975,0,8,0,NA
268,1975,0,9,0,NA
268,1975,0,10,0,NA
270,1970,0,4,0,NA
270,1970,0,5,0,NA
270,1970,0,6,0,NA
270,1970,0,7,0,NA
270,1970,0,8,0,NA
270,1970,0,9,0,NA
270,1970,0,10,0,NA
270,1975,0,4,0,NA
270,1975,0,5,0,NA
270,1975,0,6,0,NA
270,1975,0,7,0,NA
270,1975,0,8,0,NA
270,1975,0,9,0,NA
270,1975,0,10,0,NA
275,1970,0,4,0,NA
275,1970,0,5,0,NA
275,1970,0,6,0,NA
275,1970,0,7,0,NA
275,1970,0,8,0,NA
275,1970,0,9,0,NA
275,1970,0,10,0,NA
275,1975,0,4,0,NA
275,1975,0,5,0,NA
275,1975,0,6,0,NA
275,1975,0,7,0,NA
275,1975,0,8,0,NA
275,1975,0,9,0,NA
275,1975,0,10,0,NA
276,1970,0,4,0,NA
276,1970,0,5,0,NA
276,1970,0,6,0,NA
276,1970,0,7,0,NA
276,1970,0,8,0,NA
276,1970,0,9,0,NA
276,1970,0,10,0,NA
276,1975,0,4,0,NA
276,1975,0,5,0,NA
276,1975,0,6,0,NA
276,1975,0,7,0,NA
276,1975,0,8,0,NA
276,1975,0,9,0,NA
276,1975,0,10,0,NA
288,1970,0,4,0,NA
288,1970,0,5,0,NA
288,1970,0,6,0,NA
288,1970,0,7,0,NA
288,1970,0,8,0,NA
288,1970,0,9,0,NA
288,1970,0,10,0,NA
288,1975,0,4,0,NA
288,1975,0,5,0,NA
288,1975,0,6,0,NA
288,1975,0,7,0,NA
288,1975,0,8,0,NA
288,1975,0,9,0,NA
288,1975,0,10,0,NA
300,1970,0,4,0,NA
300,1970,0,5,0,NA
300,1970,0,6,0,NA
300,1970,0,7,0,NA
300,1970,0,8,0,NA
300,1970,0,9,0,NA
300,1970,0,10,0,NA
300,1975,0,4,0,NA
300,1975,0,5,0,NA
300,1975,0,6,0,NA
300,1975,0,7,0,NA
300,1975,0,8,0,NA
300,1975,0,9,0,NA
300,1975,0,10,0,NA
308,1970,0,4,0,NA
308,1970,0,5,0,NA
308,1970,0,6,0,NA
308,1970,0,7,0,NA
308,1970,0,8,0,NA
308,1970,0,9,0,NA
308,1970,0,10,0,NA
308,1975,0,4,0,NA
308,1975,0,5,0,NA
308,1975,0,6,0,NA
308,1975,0,7,0,NA
308,1975,0,8,0,NA
308,1975,0,9,0,NA
308,1975,0,10,0,NA
312,1970,0,4,0,NA
312,1970,0,5,0,NA
312,1970,0,6,0,NA
312,1970,0,7,0,NA
312,1970,0,8,0,NA
312,1970,0,9,0,NA
312,1970,0,10,0,NA
312,1975,0,4,0,NA
312,1975,0,5,0,NA
312,1975,0,6,0,NA
312,1975,0,7,0,NA
312,1975,0,8,0,NA
312,1975,0,9,0,NA
312,1975,0,10,0,NA
316,1970,0,4,0,NA
316,1970,0,5,0,NA
316,1970,0,6,0,NA
316,1970,0,7,0,NA
316,1970,0,8,0,NA
316,1970,0,9,0,NA
316,1970,0,10,0,NA
316,1975,0,4,0,NA
316,1975,0,5,0,NA
316,1975,0,6,0,NA
316,1975,0,7,0,NA
316,1975,0,8,0,NA
316,1975,0,9,0,NA
316,1975,0,10,0,NA
320,1970,0,4,0,NA
320,1970,0,5,0,NA
320,1970,0,6,0,NA
320,1970,0,7,0,NA
320,1970,0,8,0,NA
320,1970,0,9,0,NA
320,1970,0,10,0,NA
320,1975,0,4,0,NA
320,1975,0,5,0,NA
320,1975,0,6,0,NA
320,1975,0,7,0,NA
320,1975,0,8,0,NA
320,1975,0,9,0,NA
320,1975,0,10,0,NA
324,1970,0,4,0,NA
324,1970,0,5,0,NA
324,1970,0,6,0,NA
324,1970,0,7,0,NA
