"isono","year","sexno","ageno","eduno","tfr"
4,1970,0,0,0,7.7
4,1975,0,0,0,7.7
4,1980,0,0,0,7.8
4,1985,0,0,0,7.9
4,1990,0,0,0,8
4,1995,0,0,0,8
4,2000,0,0,0,7.35
4,2005,0,0,0,6.62
8,1970,0,0,0,4.66
8,1975,0,0,0,4.2
8,1980,0,0,0,3.9
8,1985,0,0,0,3.65
8,1990,0,0,0,2.78
8,1995,0,0,0,2.48
8,2000,0,0,0,1.99
8,2005,0,0,0,1.6
12,1970,0,0,0,7.38
12,1975,0,0,0,7.17
12,1980,0,0,0,6.49
12,1985,0,0,0,5.29
12,1990,0,0,0,4.13
12,1995,0,0,0,2.88
12,2000,0,0,0,2.53
12,2005,0,0,0,2.38
24,1970,0,0,0,7.2
24,1975,0,0,0,7.2
24,1980,0,0,0,7.2
24,1985,0,0,0,7.2
24,1990,0,0,0,7.1
24,1995,0,0,0,6.92
24,2000,0,0,0,6.63
24,2005,0,0,0,5.79
31,1970,0,0,0,4.29
31,1975,0,0,0,3.62
31,1980,0,0,0,3.04
31,1985,0,0,0,2.95
31,1990,0,0,0,2.9
31,1995,0,0,0,2.2
31,2000,0,0,0,2
31,2005,0,0,0,2.16
32,1970,0,0,0,3.15
32,1975,0,0,0,3.44
32,1980,0,0,0,3.15
32,1985,0,0,0,3.05
32,1990,0,0,0,2.9
32,1995,0,0,0,2.63
32,2000,0,0,0,2.35
32,2005,0,0,0,2.25
36,1970,0,0,0,2.54
36,1975,0,0,0,1.99
36,1980,0,0,0,1.91
36,1985,0,0,0,1.86
36,1990,0,0,0,1.86
36,1995,0,0,0,1.78
36,2000,0,0,0,1.75
36,2005,0,0,0,1.93
40,1970,0,0,0,2.04
40,1975,0,0,0,1.65
40,1980,0,0,0,1.59
40,1985,0,0,0,1.44
40,1990,0,0,0,1.47
40,1995,0,0,0,1.37
40,2000,0,0,0,1.39
40,2005,0,0,0,1.38
44,1970,0,0,0,3.54
44,1975,0,0,0,2.96
44,1980,0,0,0,3.05
44,1985,0,0,0,2.65
44,1990,0,0,0,2.64
44,1995,0,0,0,2.33
44,2000,0,0,0,1.86
44,2005,0,0,0,1.91
48,1970,0,0,0,5.95
48,1975,0,0,0,5.23
48,1980,0,0,0,4.63
48,1985,0,0,0,4.08
48,1990,0,0,0,3.35
48,1995,0,0,0,2.89
48,2000,0,0,0,2.62
48,2005,0,0,0,2.63
50,1970,0,0,0,6.91
50,1975,0,0,0,6.65
50,1980,0,0,0,5.99
50,1985,0,0,0,5.02
50,1990,0,0,0,4.1
50,1995,0,0,0,3.41
50,2000,0,0,0,2.87
50,2005,0,0,0,2.38
51,1970,0,0,0,3.04
51,1975,0,0,0,2.5
51,1980,0,0,0,2.38
51,1985,0,0,0,2.58
51,1990,0,0,0,2.38
51,1995,0,0,0,1.75
51,2000,0,0,0,1.72
51,2005,0,0,0,1.74
52,1970,0,0,0,2.72
52,1975,0,0,0,2.16
52,1980,0,0,0,1.92
52,1985,0,0,0,1.77
52,1990,0,0,0,1.73
52,1995,0,0,0,1.64
52,2000,0,0,0,1.5
52,2005,0,0,0,1.53
56,1970,0,0,0,2.02
56,1975,0,0,0,1.7
56,1980,0,0,0,1.6
56,1985,0,0,0,1.56
56,1990,0,0,0,1.61
56,1995,0,0,0,1.6
56,2000,0,0,0,1.69
56,2005,0,0,0,1.79
64,1970,0,0,0,6.67
64,1975,0,0,0,6.67
64,1980,0,0,0,6.39
64,1985,0,0,0,6.11
64,1990,0,0,0,5.27
64,1995,0,0,0,4.13
64,2000,0,0,0,3.29
64,2005,0,0,0,2.61
68,1970,0,0,0,6.5
68,1975,0,0,0,5.8
68,1980,0,0,0,5.3
68,1985,0,0,0,5
68,1990,0,0,0,4.8
68,1995,0,0,0,4.32
68,2000,0,0,0,3.96
68,2005,0,0,0,3.5
70,1970,0,0,0,2.63
70,1975,0,0,0,2.24
70,1980,0,0,0,1.99
70,1985,0,0,0,1.9
70,1990,0,0,0,1.53
70,1995,0,0,0,1.53
70,2000,0,0,0,1.28
70,2005,0,0,0,1.18
72,1970,0,0,0,6.55
72,1975,0,0,0,6.37
72,1980,0,0,0,5.96
72,1985,0,0,0,5.11
72,1990,0,0,0,4.32
72,1995,0,0,0,3.7
72,2000,0,0,0,3.18
72,2005,0,0,0,2.9
76,1970,0,0,0,4.72
76,1975,0,0,0,4.3
76,1980,0,0,0,3.8
76,1985,0,0,0,3.1
76,1990,0,0,0,2.6
76,1995,0,0,0,2.45
76,2000,0,0,0,2.25
76,2005,0,0,0,1.9
84,1970,0,0,0,6.25
84,1975,0,0,0,6.2
84,1980,0,0,0,5.4
84,1985,0,0,0,4.7
84,1990,0,0,0,4.35
84,1995,0,0,0,3.85
84,2000,0,0,0,3.35
84,2005,0,0,0,2.94
90,1970,0,0,0,7.24
90,1975,0,0,0,7.04
90,1980,0,0,0,6.43
90,1985,0,0,0,6.12
90,1990,0,0,0,5.53
90,1995,0,0,0,4.91
90,2000,0,0,0,4.6
90,2005,0,0,0,4.4
96,1970,0,0,0,5.87
96,1975,0,0,0,4.71
96,1980,0,0,0,3.92
96,1985,0,0,0,3.72
96,1990,0,0,0,3.28
96,1995,0,0,0,2.6
96,2000,0,0,0,2.28
96,2005,0,0,0,2.11
100,1970,0,0,0,2.17
100,1975,0,0,0,2.17
100,1980,0,0,0,2.01
100,1985,0,0,0,1.92
100,1990,0,0,0,1.51
100,1995,0,0,0,1.22
100,2000,0,0,0,1.25
100,2005,0,0,0,1.46
104,1970,0,0,0,5.9
104,1975,0,0,0,4.9
104,1980,0,0,0,4.3
104,1985,0,0,0,3.8
104,1990,0,0,0,3.1
104,1995,0,0,0,2.65
104,2000,0,0,0,2.25
104,2005,0,0,0,2.08
108,1970,0,0,0,6.8
108,1975,0,0,0,6.8
108,1980,0,0,0,6.5
108,1985,0,0,0,6.5
108,1990,0,0,0,6.45
108,1995,0,0,0,6.08
108,2000,0,0,0,5.41
108,2005,0,0,0,4.66
112,1970,0,0,0,2.25
112,1975,0,0,0,2.09
112,1980,0,0,0,2.09
112,1985,0,0,0,2.04
112,1990,0,0,0,1.68
112,1995,0,0,0,1.31
112,2000,0,0,0,1.24
112,2005,0,0,0,1.39
116,1970,0,0,0,5.54
116,1975,0,0,0,4.7
116,1980,0,0,0,7
116,1985,0,0,0,6
116,1990,0,0,0,5.44
116,1995,0,0,0,4.32
116,2000,0,0,0,3.41
116,2005,0,0,0,2.8
120,1970,0,0,0,6.3
120,1975,0,0,0,6.4
120,1980,0,0,0,6.4
120,1985,0,0,0,6.1
120,1990,0,0,0,5.7
120,1995,0,0,0,5.1
120,2000,0,0,0,4.92
120,2005,0,0,0,4.67
124,1970,0,0,0,1.98
124,1975,0,0,0,1.73
124,1980,0,0,0,1.63
124,1985,0,0,0,1.62
124,1990,0,0,0,1.69
124,1995,0,0,0,1.56
124,2000,0,0,0,1.52
124,2005,0,0,0,1.65
132,1970,0,0,0,6.86
132,1975,0,0,0,6.62
132,1980,0,0,0,6.1
132,1985,0,0,0,5.63
132,1990,0,0,0,4.93
132,1995,0,0,0,4.14
132,2000,0,0,0,3.28
132,2005,0,0,0,2.6
140,1970,0,0,0,5.95
140,1975,0,0,0,5.95
140,1980,0,0,0,5.95
140,1985,0,0,0,5.9
140,1990,0,0,0,5.65
140,1995,0,0,0,5.54
140,2000,0,0,0,5.3
140,2005,0,0,0,4.85
144,1970,0,0,0,4
144,1975,0,0,0,3.61
144,1980,0,0,0,3.19
144,1985,0,0,0,2.64
144,1990,0,0,0,2.39
144,1995,0,0,0,2.16
144,2000,0,0,0,2.27
144,2005,0,0,0,2.36
148,1970,0,0,0,6.6
148,1975,0,0,0,6.74
148,1980,0,0,0,6.75
148,1985,0,0,0,6.7
148,1990,0,0,0,6.65
148,1995,0,0,0,6.62
148,2000,0,0,0,6.54
148,2005,0,0,0,6.2
152,1970,0,0,0,3.63
152,1975,0,0,0,2.8
152,1980,0,0,0,2.67
152,1985,0,0,0,2.65
152,1990,0,0,0,2.55
152,1995,0,0,0,2.21
152,2000,0,0,0,2
152,2005,0,0,0,1.9
156,1970,0,0,0,4.76
156,1975,0,0,0,2.93
156,1980,0,0,0,2.61
156,1985,0,0,0,2.63
156,1990,0,0,0,2.01
156,1995,0,0,0,1.8
156,2000,0,0,0,1.7
156,2005,0,0,0,1.64
170,1970,0,0,0,5
170,1975,0,0,0,4.34
170,1980,0,0,0,3.68
170,1985,0,0,0,3.24
170,1990,0,0,0,3
170,1995,0,0,0,2.75
170,2000,0,0,0,2.55
170,2005,0,0,0,2.45
174,1970,0,0,0,7.05
174,1975,0,0,0,7.05
174,1980,0,0,0,7.05
174,1985,0,0,0,6
174,1990,0,0,0,5.3
174,1995,0,0,0,5.3
174,2000,0,0,0,5.3
174,2005,0,0,0,5.08
175,1970,0,0,0,7.91
175,1975,0,0,0,7.91
175,1980,0,0,0,7.35
175,1985,0,0,0,6.73
175,1990,0,0,0,5.08
175,1995,0,0,0,4.76
175,2000,0,0,0,4.45
175,2005,0,0,0,4.3
178,1970,0,0,0,6.29
178,1975,0,0,0,6.29
178,1980,0,0,0,5.99
178,1985,0,0,0,5.55
178,1990,0,0,0,5.21
178,1995,0,0,0,5.01
178,2000,0,0,0,4.85
178,2005,0,0,0,4.64
180,1970,0,0,0,6.29
180,1975,0,0,0,6.46
180,1980,0,0,0,6.72
180,1985,0,0,0,6.97
180,1990,0,0,0,7.14
180,1995,0,0,0,7.04
180,2000,0,0,0,6.7
180,2005,0,0,0,6.07
188,1970,0,0,0,4.35
188,1975,0,0,0,3.78
188,1980,0,0,0,3.53
188,1985,0,0,0,3.37
188,1990,0,0,0,2.94
188,1995,0,0,0,2.58
188,2000,0,0,0,2.25
188,2005,0,0,0,1.92
191,1970,0,0,0,1.96
191,1975,0,0,0,2.02
191,1980,0,0,0,1.96
191,1985,0,0,0,1.84
191,1990,0,0,0,1.52
191,1995,0,0,0,1.54
191,2000,0,0,0,1.36
191,2005,0,0,0,1.42
192,1970,0,0,0,3.6
192,1975,0,0,0,2.15
192,1980,0,0,0,1.85
192,1985,0,0,0,1.85
192,1990,0,0,0,1.65
192,1995,0,0,0,1.61
192,2000,0,0,0,1.63
192,2005,0,0,0,1.5
196,1970,0,0,0,2.49
196,1975,0,0,0,2.29
196,1980,0,0,0,2.45
196,1985,0,0,0,2.43
196,1990,0,0,0,2.33
196,1995,0,0,0,1.89
196,2000,0,0,0,1.59
196,2005,0,0,0,1.51
203,1970,0,0,0,2.19
203,1975,0,0,0,2.32
203,1980,0,0,0,2
203,1985,0,0,0,1.93
203,1990,0,0,0,1.66
203,1995,0,0,0,1.18
203,2000,0,0,0,1.19
203,2005,0,0,0,1.41
204,1970,0,0,0,6.84
204,1975,0,0,0,7
204,1980,0,0,0,7.01
204,1985,0,0,0,6.88
204,1990,0,0,0,6.56
204,1995,0,0,0,6.16
204,2000,0,0,0,5.79
204,2005,0,0,0,5.49
208,1970,0,0,0,1.96
208,1975,0,0,0,1.68
208,1980,0,0,0,1.43
208,1985,0,0,0,1.54
208,1990,0,0,0,1.75
208,1995,0,0,0,1.76
208,2000,0,0,0,1.76
208,2005,0,0,0,1.85
214,1970,0,0,0,5.68
214,1975,0,0,0,4.76
214,1980,0,0,0,4.15
214,1985,0,0,0,3.65
214,1990,0,0,0,3.31
214,1995,0,0,0,2.98
214,2000,0,0,0,2.83
214,2005,0,0,0,2.67
218,1970,0,0,0,6
218,1975,0,0,0,5.4
218,1980,0,0,0,4.7
218,1985,0,0,0,4
218,1990,0,0,0,3.4
218,1995,0,0,0,3.1
218,2000,0,0,0,2.82
218,2005,0,0,0,2.58
222,1970,0,0,0,5.95
222,1975,0,0,0,5.46
222,1980,0,0,0,4.8
222,1985,0,0,0,4.2
222,1990,0,0,0,3.73
222,1995,0,0,0,3.3
222,2000,0,0,0,2.6
222,2005,0,0,0,2.35
226,1970,0,0,0,5.68
226,1975,0,0,0,5.68
226,1980,0,0,0,5.79
226,1985,0,0,0,5.89
226,1990,0,0,0,5.89
226,1995,0,0,0,5.87
226,2000,0,0,0,5.64
226,2005,0,0,0,5.36
231,1970,0,0,0,6.81
231,1975,0,0,0,6.76
231,1980,0,0,0,6.93
231,1985,0,0,0,7.06
231,1990,0,0,0,7
231,1995,0,0,0,6.48
231,2000,0,0,0,5.6
231,2005,0,0,0,4.6
232,1970,0,0,0,6.52
232,1975,0,0,0,6.5
232,1980,0,0,0,6.5
232,1985,0,0,0,6.31
232,1990,0,0,0,6.08
232,1995,0,0,0,5.66
232,2000,0,0,0,5.19
232,2005,0,0,0,4.68
233,1970,0,0,0,2.15
233,1975,0,0,0,2.06
233,1980,0,0,0,2.09
233,1985,0,0,0,2.2
233,1990,0,0,0,1.63
233,1995,0,0,0,1.33
233,2000,0,0,0,1.39
233,2005,0,0,0,1.64
242,1970,0,0,0,4.2
242,1975,0,0,0,4
242,1980,0,0,0,3.8
242,1985,0,0,0,3.47
242,1990,0,0,0,3.35
242,1995,0,0,0,3.19
242,2000,0,0,0,2.98
242,2005,0,0,0,2.75
246,1970,0,0,0,1.62
246,1975,0,0,0,1.66
246,1980,0,0,0,1.68
246,1985,0,0,0,1.66
246,1990,0,0,0,1.82
246,1995,0,0,0,1.74
246,2000,0,0,0,1.75
246,2005,0,0,0,1.84
250,1970,0,0,0,2.31
250,1975,0,0,0,1.86
250,1980,0,0,0,1.86
250,1985,0,0,0,1.8
250,1990,0,0,0,1.71
250,1995,0,0,0,1.76
250,2000,0,0,0,1.88
250,2005,0,0,0,1.97
254,1970,0,0,0,4.18
254,1975,0,0,0,3.3
254,1980,0,0,0,3.58
254,1985,0,0,0,3.73
254,1990,0,0,0,4.05
254,1995,0,0,0,3.93
254,2000,0,0,0,3.68
254,2005,0,0,0,3.27
258,1970,0,0,0,5.15
258,1975,0,0,0,4.23
258,1980,0,0,0,3.82
258,1985,0,0,0,3.57
258,1990,0,0,0,3.05
258,1995,0,0,0,2.6
258,2000,0,0,0,2.35
258,2005,0,0,0,2.16
262,1970,0,0,0,7.2
262,1975,0,0,0,6.8
262,1980,0,0,0,6.6
262,1985,0,0,0,6.4
262,1990,0,0,0,5.85
262,1995,0,0,0,5.11
262,2000,0,0,0,4.52
262,2005,0,0,0,3.95
266,1970,0,0,0,4.9
266,1975,0,0,0,5.1
266,1980,0,0,0,5.2
266,1985,0,0,0,5.15
266,1990,0,0,0,5.1
266,1995,0,0,0,4.37
266,2000,0,0,0,3.78
266,2005,0,0,0,3.35
268,1970,0,0,0,2.6
268,1975,0,0,0,2.39
268,1980,0,0,0,2.27
268,1985,0,0,0,2.26
268,1990,0,0,0,2.05
268,1995,0,0,0,1.72
268,2000,0,0,0,1.58
268,2005,0,0,0,1.58
270,1970,0,0,0,6.2
270,1975,0,0,0,6.34
270,1980,0,0,0,6.29
270,1985,0,0,0,6.14
270,1990,0,0,0,6.03
270,1995,0,0,0,5.8
270,2000,0,0,0,5.46
270,2005,0,0,0,5.1
275,1970,0,0,0,7.69
275,1975,0,0,0,7.5
275,1980,0,0,0,7.05
275,1985,0,0,0,6.43
275,1990,0,0,0,6.59
275,1995,0,0,0,5.77
275,2000,0,0,0,5.04
275,2005,0,0,0,4.65
276,1970,0,0,0,1.64
276,1975,0,0,0,1.52
276,1980,0,0,0,1.46
276,1985,0,0,0,1.43
276,1990,0,0,0,1.3
276,1995,0,0,0,1.34
276,2000,0,0,0,1.35
276,2005,0,0,0,1.36
288,1970,0,0,0,6.9
288,1975,0,0,0,6.69
288,1980,0,0,0,6.35
288,1985,0,0,0,5.88
288,1990,0,0,0,5.34
288,1995,0,0,0,4.81
288,2000,0,0,0,4.55
288,2005,0,0,0,4.34
300,1970,0,0,0,2.32
300,1975,0,0,0,2.32
300,1980,0,0,0,1.96
300,1985,0,0,0,1.53
300,1990,0,0,0,1.37
300,1995,0,0,0,1.3
300,2000,0,0,0,1.28
300,2005,0,0,0,1.46
308,1970,0,0,0,4.6
308,1975,0,0,0,4.3
308,1980,0,0,0,4.23
308,1985,0,0,0,4.14
308,1990,0,0,0,3.46
308,1995,0,0,0,2.81
308,2000,0,0,0,2.43
308,2005,0,0,0,2.3
312,1970,0,0,0,4.49
312,1975,0,0,0,3.06
312,1980,0,0,0,2.55
312,1985,0,0,0,2.45
312,1990,0,0,0,2.1
312,1995,0,0,0,2.1
312,2000,0,0,0,2.06
312,2005,0,0,0,2.14
316,1970,0,0,0,4.12
316,1975,0,0,0,3.52
316,1980,0,0,0,3.08
316,1985,0,0,0,3.14
316,1990,0,0,0,3.1
316,1995,0,0,0,3
316,2000,0,0,0,2.74
316,2005,0,0,0,2.54
320,1970,0,0,0,6.2
320,1975,0,0,0,6.2
320,1980,0,0,0,6.1
320,1985,0,0,0,5.7
320,1990,0,0,0,5.45
320,1995,0,0,0,5
320,2000,0,0,0,4.6
320,2005,0,0,0,4.15
324,1970,0,0,0,6.85
324,1975,0,0,0,6.91
324,1980,0,0,0,6.95
324,1985,0,0,0,6.86
324,1990,0,0,0,6.58
324,1995,0,0,0,6.19
324,2000,0,0,0,5.8
324,2005,0,0,0,5.45
328,1970,0,0,0,4.9
328,1975,0,0,0,3.94
328,1980,0,0,0,3.26
328,1985,0,0,0,2.7
328,1990,0,0,0,2.55
328,1995,0,0,0,2.5
328,2000,0,0,0,2.42
328,2005,0,0,0,2.33
332,1970,0,0,0,5.6
332,1975,0,0,0,5.8
332,1980,0,0,0,6.21
332,1985,0,0,0,5.7
332,1990,0,0,0,5.15
332,1995,0,0,0,4.62
332,2000,0,0,0,4
332,2005,0,0,0,3.54
340,1970,0,0,0,7.05
340,1975,0,0,0,6.6
340,1980,0,0,0,6
340,1985,0,0,0,5.37
340,1990,0,0,0,4.92
340,1995,0,0,0,4.3
340,2000,0,0,0,3.72
340,2005,0,0,0,3.31
344,1970,0,0,0,3.29
344,1975,0,0,0,2.31
344,1980,0,0,0,1.72
344,1985,0,0,0,1.36
344,1990,0,0,0,1.24
344,1995,0,0,0,0.87
344,2000,0,0,0,0.8
344,2005,0,0,0,0.98
348,1970,0,0,0,2.09
348,1975,0,0,0,2.12
348,1980,0,0,0,1.81
348,1985,0,0,0,1.82
348,1990,0,0,0,1.73
348,1995,0,0,0,1.38
348,2000,0,0,0,1.3
348,2005,0,0,0,1.34
352,1970,0,0,0,2.84
352,1975,0,0,0,2.29
352,1980,0,0,0,2.25
352,1985,0,0,0,2.12
352,1990,0,0,0,2.19
352,1995,0,0,0,2.06
352,2000,0,0,0,1.99
352,2005,0,0,0,2.1
356,1970,0,0,0,5.26
356,1975,0,0,0,4.89
356,1980,0,0,0,4.47
356,1985,0,0,0,4.11
356,1990,0,0,0,3.72
356,1995,0,0,0,3.31
356,2000,0,0,0,2.96
356,2005,0,0,0,2.73
360,1970,0,0,0,5.3
360,1975,0,0,0,4.73
360,1980,0,0,0,4.11
360,1985,0,0,0,3.4
360,1990,0,0,0,2.9
360,1995,0,0,0,2.55
360,2000,0,0,0,2.38
360,2005,0,0,0,2.19
364,1970,0,0,0,6.24
364,1975,0,0,0,6.27
364,1980,0,0,0,6.54
364,1985,0,0,0,5.62
364,1990,0,0,0,3.95
364,1995,0,0,0,2.62
364,2000,0,0,0,1.96
364,2005,0,0,0,1.76
368,1970,0,0,0,7.15
368,1975,0,0,0,6.8
368,1980,0,0,0,6.35
368,1985,0,0,0,6.15
368,1990,0,0,0,5.8
368,1995,0,0,0,5.4
368,2000,0,0,0,5.12
368,2005,0,0,0,4.86
372,1970,0,0,0,3.82
372,1975,0,0,0,3.25
372,1980,0,0,0,2.75
372,1985,0,0,0,2.18
372,1990,0,0,0,1.9
372,1995,0,0,0,1.94
372,2000,0,0,0,1.97
372,2005,0,0,0,2.1
376,1970,0,0,0,3.81
376,1975,0,0,0,3.47
376,1980,0,0,0,3.13
376,1985,0,0,0,3.07
376,1990,0,0,0,2.93
376,1995,0,0,0,2.93
376,2000,0,0,0,2.91
376,2005,0,0,0,2.91
380,1970,0,0,0,2.35
380,1975,0,0,0,1.94
380,1980,0,0,0,1.54
380,1985,0,0,0,1.34
380,1990,0,0,0,1.28
380,1995,0,0,0,1.22
380,2000,0,0,0,1.25
380,2005,0,0,0,1.38
384,1970,0,0,0,7.93
384,1975,0,0,0,7.81
384,1980,0,0,0,7.31
384,1985,0,0,0,6.61
384,1990,0,0,0,5.92
384,1995,0,0,0,5.31
384,2000,0,0,0,5.05
384,2005,0,0,0,4.64
388,1970,0,0,0,5
388,1975,0,0,0,4
388,1980,0,0,0,3.55
388,1985,0,0,0,3.1
388,1990,0,0,0,2.84
388,1995,0,0,0,2.67
388,2000,0,0,0,2.54
388,2005,0,0,0,2.4
392,1970,0,0,0,2.13
392,1975,0,0,0,1.83
392,1980,0,0,0,1.75
392,1985,0,0,0,1.66
392,1990,0,0,0,1.48
392,1995,0,0,0,1.37
392,2000,0,0,0,1.3
392,2005,0,0,0,1.32
398,1970,0,0,0,3.46
398,1975,0,0,0,3.06
398,1980,0,0,0,2.96
398,1985,0,0,0,3.03
398,1990,0,0,0,2.55
398,1995,0,0,0,2
398,2000,0,0,0,2.01
398,2005,0,0,0,2.54
400,1970,0,0,0,7.79
400,1975,0,0,0,7.38
400,1980,0,0,0,7.05
400,1985,0,0,0,6.44
400,1990,0,0,0,5.14
400,1995,0,0,0,4.34
400,2000,0,0,0,3.6
400,2005,0,0,0,3.27
404,1970,0,0,0,7.99
404,1975,0,0,0,7.64
404,1980,0,0,0,7.22
404,1985,0,0,0,6.54
404,1990,0,0,0,5.57
404,1995,0,0,0,5.07
404,2000,0,0,0,5
404,2005,0,0,0,4.8
408,1970,0,0,0,3.72
408,1975,0,0,0,2.58
408,1980,0,0,0,2.93
408,1985,0,0,0,2.45
408,1990,0,0,0,2.4
408,1995,0,0,0,2.2
408,2000,0,0,0,2.05
408,2005,0,0,0,2.05
410,1970,0,0,0,4.28
410,1975,0,0,0,2.92
410,1980,0,0,0,2.23
410,1985,0,0,0,1.6
410,1990,0,0,0,1.7
410,1995,0,0,0,1.51
410,2000,0,0,0,1.22
410,2005,0,0,0,1.29
414,1970,0,0,0,6.9
414,1975,0,0,0,5.89
414,1980,0,0,0,5.1
414,1985,0,0,0,3.34
414,1990,0,0,0,2.2
414,1995,0,0,0,2.93
414,2000,0,0,0,2.24
414,2005,0,0,0,2.32
417,1970,0,0,0,4.73
417,1975,0,0,0,4.05
417,1980,0,0,0,4.1
417,1985,0,0,0,4.02
417,1990,0,0,0,3.61
417,1995,0,0,0,2.99
417,2000,0,0,0,2.5
417,2005,0,0,0,2.7
418,1970,0,0,0,5.99
418,1975,0,0,0,6.15
418,1980,0,0,0,6.36
418,1985,0,0,0,6.27
418,1990,0,0,0,5.88
418,1995,0,0,0,4.81
418,2000,0,0,0,3.7
418,2005,0,0,0,3.02
422,1970,0,0,0,4.78
422,1975,0,0,0,4.31
422,1980,0,0,0,3.9
422,1985,0,0,0,3.31
422,1990,0,0,0,3
422,1995,0,0,0,2.69
422,2000,0,0,0,2.09
422,2005,0,0,0,1.86
426,1970,0,0,0,5.8
426,1975,0,0,0,5.69
426,1980,0,0,0,5.46
426,1985,0,0,0,5.13
426,1990,0,0,0,4.7
426,1995,0,0,0,4.37
426,2000,0,0,0,3.79
426,2005,0,0,0,3.37
428,1970,0,0,0,2
428,1975,0,0,0,2
428,1980,0,0,0,2
428,1985,0,0,0,2.09
428,1990,0,0,0,1.63
428,1995,0,0,0,1.17
428,2000,0,0,0,1.25
428,2005,0,0,0,1.41
430,1970,0,0,0,6.8
430,1975,0,0,0,6.93
430,1980,0,0,0,6.96
430,1985,0,0,0,6.72
430,1990,0,0,0,6.3
430,1995,0,0,0,6.01
430,2000,0,0,0,5.69
430,2005,0,0,0,5.42
434,1970,0,0,0,7.58
434,1975,0,0,0,7.38
434,1980,0,0,0,7.17
434,1985,0,0,0,5.65
434,1990,0,0,0,4.1
434,1995,0,0,0,3.25
434,2000,0,0,0,3
434,2005,0,0,0,2.72
440,1970,0,0,0,2.32
440,1975,0,0,0,2.12
440,1980,0,0,0,2.03
440,1985,0,0,0,2.09
440,1990,0,0,0,1.81
440,1995,0,0,0,1.47
440,2000,0,0,0,1.28
440,2005,0,0,0,1.41
442,1970,0,0,0,1.72
442,1975,0,0,0,1.49
442,1980,0,0,0,1.47
442,1985,0,0,0,1.47
442,1990,0,0,0,1.66
442,1995,0,0,0,1.72
442,2000,0,0,0,1.65
442,2005,0,0,0,1.62
446,1970,0,0,0,1.79
446,1975,0,0,0,1.41
446,1980,0,0,0,1.98
446,1985,0,0,0,1.94
446,1990,0,0,0,1.4
446,1995,0,0,0,1.12
446,2000,0,0,0,0.82
446,2005,0,0,0,1.01
450,1970,0,0,0,7.3
450,1975,0,0,0,7
450,1980,0,0,0,6.1
450,1985,0,0,0,6.3
450,1990,0,0,0,6.14
450,1995,0,0,0,5.8
450,2000,0,0,0,5.28
450,2005,0,0,0,4.83
454,1970,0,0,0,7.4
454,1975,0,0,0,7.5
454,1980,0,0,0,7.3
454,1985,0,0,0,7
454,1990,0,0,0,6.5
454,1995,0,0,0,6.2
454,2000,0,0,0,6.03
454,2005,0,0,0,6
458,1970,0,0,0,4.56
458,1975,0,0,0,3.93
458,1980,0,0,0,3.73
458,1985,0,0,0,3.59
458,1990,0,0,0,3.42
458,1995,0,0,0,3.17
458,2000,0,0,0,2.96
458,2005,0,0,0,2.72
462,1970,0,0,0,7.17
462,1975,0,0,0,6.86
462,1980,0,0,0,7.26
462,1985,0,0,0,6.81
462,1990,0,0,0,5.25
462,1995,0,0,0,3.52
462,2000,0,0,0,2.49
462,2005,0,0,0,1.9
466,1970,0,0,0,6.92
466,1975,0,0,0,7.01
466,1980,0,0,0,7.07
466,1985,0,0,0,7.09
466,1990,0,0,0,7.01
466,1995,0,0,0,6.88
466,2000,0,0,0,6.71
466,2005,0,0,0,6.46
470,1970,0,0,0,2.01
470,1975,0,0,0,2.12
470,1980,0,0,0,2.04
470,1985,0,0,0,2.07
470,1990,0,0,0,2.01
470,1995,0,0,0,1.8
470,2000,0,0,0,1.41
470,2005,0,0,0,1.33
474,1970,0,0,0,4.08
474,1975,0,0,0,2.65
474,1980,0,0,0,2.14
474,1985,0,0,0,2.14
474,1990,0,0,0,1.96
474,1995,0,0,0,1.9
474,2000,0,0,0,1.98
474,2005,0,0,0,1.91
478,1970,0,0,0,6.75
478,1975,0,0,0,6.57
478,1980,0,0,0,6.28
478,1985,0,0,0,6.06
478,1990,0,0,0,5.78
478,1995,0,0,0,5.4
478,2000,0,0,0,5.04
478,2005,0,0,0,4.71
480,1970,0,0,0,3.47
480,1975,0,0,0,3.1
480,1980,0,0,0,2.3
480,1985,0,0,0,2.31
480,1990,0,0,0,2.25
480,1995,0,0,0,2.03
480,2000,0,0,0,1.93
480,2005,0,0,0,1.66
484,1970,0,0,0,6.5
484,1975,0,0,0,5.25
484,1980,0,0,0,4.25
484,1985,0,0,0,3.63
484,1990,0,0,0,3.19
484,1995,0,0,0,2.67
484,2000,0,0,0,2.55
484,2005,0,0,0,2.41
496,1970,0,0,0,7.5
496,1975,0,0,0,6.65
496,1980,0,0,0,5.75
496,1985,0,0,0,4.9
496,1990,0,0,0,3.3
496,1995,0,0,0,2.5
496,2000,0,0,0,2.1
496,2005,0,0,0,2.5
498,1970,0,0,0,2.56
498,1975,0,0,0,2.44
498,1980,0,0,0,2.55
498,1985,0,0,0,2.64
498,1990,0,0,0,2.11
498,1995,0,0,0,1.7
498,2000,0,0,0,1.5
498,2005,0,0,0,1.5
499,1970,0,0,0,2.36
499,1975,0,0,0,2.37
499,1980,0,0,0,2.17
499,1985,0,0,0,1.97
499,1990,0,0,0,1.81
499,1995,0,0,0,1.84
499,2000,0,0,0,1.78
499,2005,0,0,0,1.69
